Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Hepatitis E,joint ache,nausea,fatigue,yellow skin,dark-colored urine,nausea,reduced appetite,stomach pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,,,,,
Hepatitis E,joint ache,nausea,fatigue,fever,dark-colored urine,nausea,reduced appetite,stomach pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,,,,,
Hepatitis E,joint ache,nausea,fatigue,fever,yellow skin,nausea,reduced appetite,stomach pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,,,,,
Hepatitis E,joint ache,nausea,fatigue,fever,yellow skin,dark-colored urine,reduced appetite,stomach pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,,,,,
Alcoholic hepatitis,nausea,yellow skin,stomach pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload,,,,,,,,,,
Alcoholic hepatitis,nausea,yellow skin,stomach pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload,,,,,,,,,,
Alcoholic hepatitis,yellow skin,stomach pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload,,,,,,,,,,,
Alcoholic hepatitis,nausea,stomach pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload,,,,,,,,,,,
Alcoholic hepatitis,nausea,yellow skin,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload,,,,,,,,,,,
Alcoholic hepatitis,nausea,yellow skin,stomach pain,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload,,,,,,,,,,,
Alcoholic hepatitis,nausea,yellow skin,stomach pain,swelling_of_stomach,history_of_alcohol_consumption,fluid_overload,,,,,,,,,,,
Alcoholic hepatitis,nausea,yellow skin,stomach pain,swelling_of_stomach,distention_of_abdomen,fluid_overload,,,,,,,,,,,
Alcoholic hepatitis,nausea,yellow skin,stomach pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,,,,,,,,,,,
Alcoholic hepatitis,nausea,yellow skin,stomach pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload,,,,,,,,,,
Tuberculosis,cold chills,nausea,fatigue,weight_loss,coughing,fever,shortness of breath,sweating,reduced appetite,low-grade fever,yellowing_of_eyes,swollen lymph nodes,malaise,phlegm,chest discomfort,blood_in_sputum,
Tuberculosis,cold chills,nausea,fatigue,weight_loss,coughing,fever,shortness of breath,sweating,reduced appetite,low-grade fever,yellowing_of_eyes,swollen lymph nodes,malaise,phlegm,chest discomfort,blood_in_sputum,
Tuberculosis,nausea,fatigue,weight_loss,coughing,fever,shortness of breath,sweating,reduced appetite,low-grade fever,yellowing_of_eyes,swollen lymph nodes,malaise,phlegm,chest discomfort,blood_in_sputum,,
Tuberculosis,cold chills,fatigue,weight_loss,coughing,fever,shortness of breath,sweating,reduced appetite,low-grade fever,yellowing_of_eyes,swollen lymph nodes,malaise,phlegm,chest discomfort,blood_in_sputum,,
Tuberculosis,cold chills,nausea,weight_loss,coughing,fever,shortness of breath,sweating,reduced appetite,low-grade fever,yellowing_of_eyes,swollen lymph nodes,malaise,phlegm,chest discomfort,blood_in_sputum,,
Tuberculosis,cold chills,nausea,fatigue,coughing,fever,shortness of breath,sweating,reduced appetite,low-grade fever,yellowing_of_eyes,swollen lymph nodes,malaise,phlegm,chest discomfort,blood_in_sputum,,
Tuberculosis,cold chills,nausea,fatigue,weight_loss,fever,shortness of breath,sweating,reduced appetite,low-grade fever,yellowing_of_eyes,swollen lymph nodes,malaise,phlegm,chest discomfort,blood_in_sputum,,
Tuberculosis,cold chills,nausea,fatigue,weight_loss,coughing,shortness of breath,sweating,reduced appetite,low-grade fever,yellowing_of_eyes,swollen lymph nodes,malaise,phlegm,chest discomfort,blood_in_sputum,,
Tuberculosis,cold chills,nausea,fatigue,weight_loss,coughing,fever,sweating,reduced appetite,low-grade fever,yellowing_of_eyes,swollen lymph nodes,malaise,phlegm,chest discomfort,blood_in_sputum,,
Tuberculosis,cold chills,nausea,fatigue,weight_loss,coughing,fever,shortness of breath,reduced appetite,low-grade fever,yellowing_of_eyes,swollen lymph nodes,malaise,phlegm,chest discomfort,blood_in_sputum,,
Common Cold,sneezing,cold chills,fatigue,coughing,fever,head pain,swollen lymph nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest discomfort,loss_of_smell,muscle ache
Common Cold,sneezing,cold chills,fatigue,coughing,fever,head pain,swollen lymph nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest discomfort,loss_of_smell,muscle ache
Common Cold,cold chills,fatigue,coughing,fever,head pain,swollen lymph nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest discomfort,loss_of_smell,muscle ache,
Common Cold,sneezing,fatigue,coughing,fever,head pain,swollen lymph nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest discomfort,loss_of_smell,muscle ache,
Common Cold,sneezing,cold chills,coughing,fever,head pain,swollen lymph nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest discomfort,loss_of_smell,muscle ache,
Common Cold,sneezing,cold chills,fatigue,fever,head pain,swollen lymph nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest discomfort,loss_of_smell,muscle ache,
Common Cold,sneezing,cold chills,fatigue,coughing,head pain,swollen lymph nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest discomfort,loss_of_smell,muscle ache,
Common Cold,sneezing,cold chills,fatigue,coughing,fever,swollen lymph nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest discomfort,loss_of_smell,muscle ache,
Common Cold,sneezing,cold chills,fatigue,coughing,fever,head pain,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest discomfort,loss_of_smell,muscle ache,
Common Cold,sneezing,cold chills,fatigue,coughing,fever,head pain,swollen lymph nodes,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest discomfort,loss_of_smell,muscle ache,
Pneumonia,cold chills,fatigue,coughing,fever,shortness of breath,sweating,malaise,chest discomfort,rapid heartbeat,rusty_sputum,,,,,,,
Pneumonia,cold chills,fatigue,coughing,fever,shortness of breath,sweating,malaise,phlegm,chest discomfort,rapid heartbeat,rusty_sputum,,,,,,
Pneumonia,cold chills,fatigue,coughing,fever,shortness of breath,sweating,malaise,phlegm,chest discomfort,rapid heartbeat,rusty_sputum,,,,,,
Pneumonia,fatigue,coughing,fever,shortness of breath,sweating,malaise,phlegm,chest discomfort,rapid heartbeat,rusty_sputum,,,,,,,
Pneumonia,cold chills,coughing,fever,shortness of breath,sweating,malaise,phlegm,chest discomfort,rapid heartbeat,rusty_sputum,,,,,,,
Pneumonia,cold chills,fatigue,fever,shortness of breath,sweating,malaise,phlegm,chest discomfort,rapid heartbeat,rusty_sputum,,,,,,,
Pneumonia,cold chills,fatigue,coughing,shortness of breath,sweating,malaise,phlegm,chest discomfort,rapid heartbeat,rusty_sputum,,,,,,,
Pneumonia,cold chills,fatigue,coughing,fever,sweating,malaise,phlegm,chest discomfort,rapid heartbeat,rusty_sputum,,,,,,,
Pneumonia,cold chills,fatigue,coughing,fever,shortness of breath,malaise,phlegm,chest discomfort,rapid heartbeat,rusty_sputum,,,,,,,
Pneumonia,cold chills,fatigue,coughing,fever,shortness of breath,sweating,phlegm,chest discomfort,rapid heartbeat,rusty_sputum,,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain_in_anal_region,bloody_stool,irritation_in_anus,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,bloody_stool,irritation_in_anus,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,irritation_in_anus,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,,,,,,,,,,,,
Heart attack,nausea,shortness of breath,sweating,chest discomfort,,,,,,,,,,,,,
Heart attack,nausea,shortness of breath,sweating,chest discomfort,,,,,,,,,,,,,
Heart attack,shortness of breath,sweating,chest discomfort,,,,,,,,,,,,,,
Heart attack,nausea,sweating,chest discomfort,,,,,,,,,,,,,,
Heart attack,nausea,shortness of breath,chest discomfort,,,,,,,,,,,,,,
Heart attack,nausea,shortness of breath,sweating,,,,,,,,,,,,,,
Heart attack,nausea,shortness of breath,sweating,chest discomfort,,,,,,,,,,,,,
Heart attack,shortness of breath,sweating,chest discomfort,,,,,,,,,,,,,,
Heart attack,nausea,sweating,chest discomfort,,,,,,,,,,,,,,
Heart attack,nausea,shortness of breath,chest discomfort,,,,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf,,,,,,,,,,
Varicose veins,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf,,,,,,,,,,,
Varicose veins,fatigue,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf,,,,,,,,,,,
Varicose veins,fatigue,cramps,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,swollen_blood_vessels,prominent_veins_on_calf,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,prominent_veins_on_calf,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,swollen_legs,prominent_veins_on_calf,,,,,,,,,,,
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,tiredness,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,,,,
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,tiredness,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,,,,
Hypothyroidism,weight_gain,cold_hands_and_feets,mood_swings,tiredness,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,,,,,
Hypothyroidism,weight_gain,cold_hands_and_feets,mood_swings,tiredness,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,,,,,
Hypothyroidism,fatigue,cold_hands_and_feets,mood_swings,tiredness,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,,,,,
Hypothyroidism,fatigue,weight_gain,mood_swings,tiredness,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,,,,,
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,tiredness,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,,,,,
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,,,,,
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,tiredness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,,,,,
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,tiredness,dizziness,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,,,,,
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,rapid heartbeat,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,rapid heartbeat,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,
Hyperthyroidism,mood_swings,weight_loss,restlessness,sweating,diarrhoea,rapid heartbeat,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,,
Hyperthyroidism,fatigue,weight_loss,restlessness,sweating,diarrhoea,rapid heartbeat,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,,
Hyperthyroidism,fatigue,mood_swings,restlessness,sweating,diarrhoea,rapid heartbeat,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,,
Hyperthyroidism,fatigue,mood_swings,weight_loss,sweating,diarrhoea,rapid heartbeat,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,,
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,diarrhoea,rapid heartbeat,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,,
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,rapid heartbeat,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,,
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,,
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,rapid heartbeat,muscle_weakness,irritability,abnormal_menstruation,,,,,,,
Hypoglycemia,nausea,fatigue,anxiety,sweating,head pain,nausea,blurred_and_distorted_vision,excessive_hunger,slurred_speech,irritability,palpitations,,,,,,
Hypoglycemia,nausea,fatigue,anxiety,sweating,head pain,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,,,,,
Hypoglycemia,nausea,fatigue,anxiety,sweating,head pain,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,,,,,
Hypoglycemia,fatigue,anxiety,sweating,head pain,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,,,,,,
Hypoglycemia,nausea,anxiety,sweating,head pain,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,,,,,,
Hypoglycemia,nausea,fatigue,sweating,head pain,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,,,,,,
Hypoglycemia,nausea,fatigue,anxiety,head pain,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,,,,,,
Hypoglycemia,nausea,fatigue,anxiety,sweating,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,,,,,,
Hypoglycemia,nausea,fatigue,anxiety,sweating,head pain,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,,,,,,
Hypoglycemia,nausea,fatigue,anxiety,sweating,head pain,nausea,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,,,,,,
Osteoarthristis,joint ache,neck_pain,knee_pain,hip_joint_pain,swelling_joints,pain while walking,,,,,,,,,,,
Osteoarthristis,joint ache,neck_pain,knee_pain,hip_joint_pain,swelling_joints,pain while walking,,,,,,,,,,,
Osteoarthristis,neck_pain,knee_pain,hip_joint_pain,swelling_joints,pain while walking,,,,,,,,,,,,
Osteoarthristis,joint ache,knee_pain,hip_joint_pain,swelling_joints,pain while walking,,,,,,,,,,,,
Osteoarthristis,joint ache,neck_pain,hip_joint_pain,swelling_joints,pain while walking,,,,,,,,,,,,
Osteoarthristis,joint ache,neck_pain,knee_pain,swelling_joints,pain while walking,,,,,,,,,,,,
Osteoarthristis,joint ache,neck_pain,knee_pain,hip_joint_pain,pain while walking,,,,,,,,,,,,
Osteoarthristis,joint ache,neck_pain,knee_pain,hip_joint_pain,swelling_joints,,,,,,,,,,,,
Osteoarthristis,joint ache,neck_pain,knee_pain,hip_joint_pain,swelling_joints,pain while walking,,,,,,,,,,,
Osteoarthristis,joint ache,neck_pain,knee_pain,hip_joint_pain,swelling_joints,pain while walking,,,,,,,,,,,
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,pain while walking,,,,,,,,,,,,
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,pain while walking,,,,,,,,,,,,
Arthritis,stiff_neck,swelling_joints,movement_stiffness,pain while walking,,,,,,,,,,,,,
Arthritis,muscle_weakness,swelling_joints,movement_stiffness,pain while walking,,,,,,,,,,,,,
Arthritis,muscle_weakness,stiff_neck,movement_stiffness,pain while walking,,,,,,,,,,,,,
Arthritis,muscle_weakness,stiff_neck,swelling_joints,pain while walking,,,,,,,,,,,,,
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,pain while walking,,,,,,,,,,,,
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,,,,,,,,,,,,,
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,pain while walking,,,,,,,,,,,,
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,pain while walking,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,nausea,head pain,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,nausea,head pain,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,head pain,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,nausea,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,nausea,head pain,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,nausea,head pain,nausea,loss_of_balance,unsteadiness,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,nausea,head pain,nausea,spinning_movements,unsteadiness,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,nausea,head pain,nausea,spinning_movements,loss_of_balance,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,nausea,head pain,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,nausea,head pain,nausea,loss_of_balance,unsteadiness,,,,,,,,,,,,
Acne,rash,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,
Acne,rash,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,
Acne,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,,
Acne,rash,blackheads,scurring,,,,,,,,,,,,,,
Acne,rash,pus_filled_pimples,scurring,,,,,,,,,,,,,,
Acne,rash,pus_filled_pimples,blackheads,,,,,,,,,,,,,,
Acne,rash,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,
Acne,rash,pus_filled_pimples,blackheads,,,,,,,,,,,,,,
Acne,rash,pus_filled_pimples,scurring,,,,,,,,,,,,,,
Acne,rash,blackheads,scurring,,,,,,,,,,,,,,
Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine,,,,,,,,,,,,,
